-0.193963 -2.05059 
-0.165632 -2.06296 
-0.221447 -2.0388 
-0.232386 -2.03426 
-0.218879 -2.03988 
-0.233464 -2.03382 
-0.231308 -2.03469 
-0.224016 -2.03772 
-0.228327 2.03598 
-0.224681 2.03749 
-0.221034 2.03901 
-0.194854 2.05028 
-0.185411 2.05441 
-0.175967 2.05853 
-0.102509 -2.08124 
-0.135787 -2.07239 
-0.0905243 -2.08448 
-0.142884 -2.07052 
-0.128689 -2.07425 
-0.0965166 -2.08286 
-0.108323 2.07984 
-0.140147 2.07134 
-0.0934313 2.08379 
-0.145791 2.06982 
-0.134503 2.07286 
-0.100877 2.08181 
-0.0322412 -2.09186 
-0.0634508 -2.08906 
-0.0161206 -2.09332 
-0.0684805 -2.08862 
-0.0584212 -2.08951 
-0.0241809 -2.09259 
-0.0188673 2.09311 
-0.0534204 2.09 
-0.00943364 2.09395 
-0.0617935 2.08924 
-0.0450472 2.09076 
-0.0141505 2.09353 
0.0450472 -2.09076 
0.0141505 -2.09353 
0.0617935 -2.08924 
0.00943364 -2.09395 
0.0188673 -2.09311 
0.0534204 -2.09 
0.0584212 2.08951 
0.0241809 2.09259 
0.0684805 2.08862 
0.0161206 2.09332 
0.0322412 2.09186 
0.0634508 2.08906 
0.134503 -2.07286 
0.100877 -2.08181 
0.145791 -2.06982 
0.0934313 -2.08379 
0.108323 -2.07984 
0.140147 -2.07134 
0.128689 2.07425 
0.0965166 2.08286 
0.142884 2.07052 
0.0905243 2.08448 
0.102509 2.08124 
0.135787 2.07239 
0.175967 -2.05853 
0.185411 -2.05441 
0.194854 -2.05028 
0.221034 -2.03901 
0.224681 -2.03749 
0.228327 -2.03598 
0.231308 2.03469 
0.224016 2.03772 
0.233464 2.03382 
0.218879 2.03988 
0.221447 2.0388 
0.232386 2.03426 
0.193963 2.05059 
0.165632 2.06296 
0.200556 2.04774 
0.162781 2.06423 
0.168482 2.06169 
0.18737 2.05344 
0.275696 -2.01023 
0.246042 -2.02707 
0.294928 -1.99926 
0.242568 -2.02903 
0.249516 -2.02511 
0.285312 -2.00475 
0.291141 2.00111 
0.257626 2.02023 
0.30265 1.9947 
0.25029 2.02447 
0.264962 2.01599 
0.296896 1.99791 
0.325817 -1.98003 
0.331646 -1.9759 
0.337475 -1.97176 
0.363655 -1.9537 
0.370916 -1.9488 
0.378177 -1.9439 
0.380876 1.94187 
0.366354 1.95167 
0.386787 1.93799 
0.357744 1.95758 
0.362049 1.95463 
0.383832 1.93993 
0.338829 1.97068 
0.321342 1.98308 
0.342264 1.96828 
0.318948 1.98482 
0.323736 1.98134 
0.335394 1.97307 
0.413297 -1.91772 
0.423595 -1.90953 
0.433894 -1.90134 
0.460074 -1.88072 
0.462865 -1.8786 
0.465656 -1.87648 
0.466363 1.87584 
0.460781 1.88008 
0.468801 1.87404 
0.457636 1.88252 
0.459209 1.8813 
0.467582 1.87494 
0.437125 1.89849 
0.406229 1.92306 
0.442914 1.89398 
0.401719 1.92674 
0.410739 1.91938 
0.431336 1.903 
0.496678 -1.8503 
0.509397 -1.83933 
0.522117 -1.82836 
0.548297 -1.8058 
0.548667 -1.8055 
0.549038 -1.80519 
0.549099 1.80512 
0.548358 1.80574 
0.549439 1.80485 
0.547957 1.80608 
0.548158 1.80591 
0.549269 1.80499 
0.526844 1.82386 
0.488686 1.85677 
0.533748 1.81805 
0.48287 1.86193 
0.494502 1.85162 
0.519941 1.82968 
0.590109 -1.7677 
0.560392 -1.79488 
0.609214 -1.7502 
0.556854 -1.79812 
0.563929 -1.79165 
0.599662 -1.75895 
0.602318 1.75585 
0.569548 1.786 
0.615318 1.74428 
0.562958 1.79219 
0.576138 1.7798 
0.608818 1.75006 
0.629943 -1.7311 
0.630756 -1.73029 
0.631568 -1.72949 
0.657748 -1.7045 
0.670026 -1.69281 
0.682303 -1.68112 
0.682559 1.6802 
0.658004 1.70358 
0.694709 1.66897 
0.645599 1.71573 
0.651802 1.70965 
0.688634 1.67459 
0.631952 1.72907 
0.629515 1.73149 
0.632366 1.72867 
0.629116 1.7319 
0.629914 1.73108 
0.631538 1.72947 
0.709626 -1.65494 
0.71101 -1.65354 
0.712393 -1.65214 
0.738573 -1.62646 
0.75028 -1.61503 
0.761986 -1.60359 
0.761905 1.60297 
0.738493 1.62584 
0.773652 1.59184 
0.726827 1.63759 
0.73266 1.63172 
0.767778 1.59741 
0.713068 1.65139 
0.708916 1.6556 
0.713765 1.65071 
0.70823 1.65632 
0.709602 1.65488 
0.71237 1.65208 
0.788625 -1.57741 
0.790238 -1.57576 
0.791852 -1.5741 
0.818032 -1.54801 
0.829508 -1.53661 
0.840985 -1.52522 
0.840705 1.52478 
0.817751 1.54756 
0.852321 1.5136 
0.806415 1.55918 
0.812083 1.55337 
0.846513 1.51919 
0.79265 1.57321 
0.78781 1.57817 
0.793459 1.5724 
0.787006 1.57902 
0.788613 1.57732 
0.79184 1.57401 
0.867236 -1.49904 
0.868886 -1.49734 
0.870535 -1.49565 
0.896715 -1.46934 
0.908156 -1.45789 
0.919596 -1.44643 
0.919205 1.44607 
0.896323 1.46898 
0.930841 1.43479 
0.885078 1.48062 
0.890701 1.4748 
0.925023 1.44043 
0.871354 1.49472 
0.866406 1.49981 
0.87218 1.4939 
0.865583 1.50069 
0.867229 1.49894 
0.870527 1.49555 
0.94566 -1.42025 
0.947252 -1.41862 
0.948843 -1.41698 
0.975023 -1.39061 
0.986521 -1.37906 
0.99802 -1.36751 
0.99758 1.36717 
0.974583 1.39028 
1.0093 1.35579 
0.963304 1.402 
0.968943 1.39614 
1.00344 1.36148 
0.949629 1.41609 
0.944855 1.42099 
0.950428 1.4153 
0.944063 1.42183 
0.945648 1.42015 
0.94883 1.41689 
1.02403 -1.34133 
1.02554 -1.33979 
1.02705 -1.33825 
1.05323 -1.31191 
1.06481 -1.30028 
1.07639 -1.28865 
1.07595 1.28831 
1.05278 1.31157 
1.08775 1.27685 
1.04142 1.32337 
1.0471 1.31747 
1.08185 1.28258 
1.02779 1.33742 
1.02326 1.34203 
1.02855 1.33667 
1.02251 1.34282 
1.02401 1.34124 
1.02703 1.33817 
1.10244 -1.26247 
1.10389 -1.26101 
1.10533 -1.25955 
1.13151 -1.23331 
1.14316 -1.22164 
1.1548 -1.20997 
1.15439 1.20959 
1.13109 1.23293 
1.16624 1.19812 
1.11966 1.24478 
1.12537 1.23885 
1.16031 1.20386 
1.10603 1.25878 
1.1017 1.26315 
1.10676 1.25806 
1.10098 1.2639 
1.10241 1.26241 
1.1053 1.25949 
1.18095 -1.18379 
1.18237 -1.18237 
1.18379 -1.18095 
1.20997 -1.1548 
1.22164 -1.14316 
1.23331 -1.13151 
1.23293 1.13109 
1.20959 1.15439 
1.24478 1.11966 
1.19812 1.16624 
1.20386 1.16031 
1.23885 1.12537 
1.18447 1.1802 
1.1802 1.18447 
1.18519 1.1795 
1.1795 1.18519 
1.1809 1.18375 
1.18375 1.1809 
1.25955 -1.10533 
1.26101 -1.10389 
1.26247 -1.10244 
1.28865 -1.07639 
1.30028 -1.06481 
1.31191 -1.05323 
1.31157 1.05278 
1.28831 1.07595 
1.32337 1.04142 
1.27685 1.08775 
1.28258 1.08185 
1.31747 1.0471 
1.26315 1.1017 
1.25878 1.10603 
1.2639 1.10098 
1.25806 1.10676 
1.25949 1.1053 
1.26241 1.10241 
1.33825 -1.02705 
1.33979 -1.02554 
1.34133 -1.02403 
1.36751 -0.99802 
1.37906 -0.986521 
1.39061 -0.975023 
1.39028 0.974583 
1.36717 0.99758 
1.402 0.963304 
1.35579 1.0093 
1.36148 1.00344 
1.39614 0.968943 
1.34203 1.02326 
1.33742 1.02779 
1.34282 1.02251 
1.33667 1.02855 
1.33817 1.02703 
1.34124 1.02401 
1.41698 -0.948843 
1.41862 -0.947252 
1.42025 -0.94566 
1.44643 -0.919596 
1.45789 -0.908156 
1.46934 -0.896715 
1.46898 0.896323 
1.44607 0.919205 
1.48062 0.885078 
1.43479 0.930841 
1.44043 0.925023 
1.4748 0.890701 
1.42099 0.944855 
1.41609 0.949629 
1.42183 0.944063 
1.4153 0.950428 
1.41689 0.94883 
1.42015 0.945648 
1.49565 -0.870535 
1.49734 -0.868886 
1.49904 -0.867236 
1.52522 -0.840985 
1.53661 -0.829508 
1.54801 -0.818032 
1.54756 0.817751 
1.52478 0.840705 
1.55918 0.806415 
1.5136 0.852321 
1.51919 0.846513 
1.55337 0.812083 
1.49981 0.866406 
1.49472 0.871354 
1.50069 0.865583 
1.4939 0.87218 
1.49555 0.870527 
1.49894 0.867229 
1.5741 -0.791852 
1.57576 -0.790238 
1.57741 -0.788625 
1.60359 -0.761986 
1.61503 -0.75028 
1.62646 -0.738573 
1.62584 0.738493 
1.60297 0.761905 
1.63759 0.726827 
1.59184 0.773652 
1.59741 0.767778 
1.63172 0.73266 
1.57817 0.78781 
1.57321 0.79265 
1.57902 0.787006 
1.5724 0.793459 
1.57401 0.79184 
1.57732 0.788613 
1.65214 -0.712393 
1.65354 -0.71101 
1.65494 -0.709626 
1.68112 -0.682303 
1.69281 -0.670026 
1.7045 -0.657748 
1.70358 0.658004 
1.6802 0.682559 
1.71573 0.645599 
1.66897 0.694709 
1.67459 0.688634 
1.70965 0.651802 
1.6556 0.708916 
1.65139 0.713068 
1.65632 0.70823 
1.65071 0.713765 
1.65208 0.71237 
1.65488 0.709602 
1.72949 -0.631568 
1.73029 -0.630756 
1.7311 -0.629943 
1.75895 -0.599662 
1.79165 -0.563929 
1.7502 -0.609214 
1.79812 -0.556854 
1.79488 -0.560392 
1.7677 -0.590109 
1.80519 -0.549038 
1.8055 -0.548667 
1.8058 -0.548297 
1.80574 0.548358 
1.80512 0.549099 
1.80608 0.547957 
1.80485 0.549439 
1.80499 0.549269 
1.80591 0.548158 
1.786 0.569548 
1.75585 0.602318 
1.79219 0.562958 
1.74428 0.615318 
1.75006 0.608818 
1.7798 0.576138 
1.73149 0.629515 
1.72907 0.631952 
1.7319 0.629116 
1.72867 0.632366 
1.72947 0.631538 
1.73108 0.629914 
1.82836 -0.522117 
1.83933 -0.509397 
1.8503 -0.496678 
1.87648 -0.465656 
1.8786 -0.462865 
1.88072 -0.460074 
1.88008 0.460781 
1.87584 0.466363 
1.88252 0.457636 
1.87404 0.468801 
1.87494 0.467582 
1.8813 0.459209 
1.85677 0.488686 
1.82386 0.526844 
1.86193 0.48287 
1.81805 0.533748 
1.82968 0.519941 
1.85162 0.494502 
1.90134 -0.433894 
1.90953 -0.423595 
1.91772 -0.413297 
1.9439 -0.378177 
1.9488 -0.370916 
1.9537 -0.363655 
1.95167 0.366354 
1.94187 0.380876 
1.95758 0.357744 
1.93799 0.386787 
1.93993 0.383832 
1.95463 0.362049 
1.92306 0.406229 
1.89849 0.437125 
1.92674 0.401719 
1.89398 0.442914 
1.903 0.431336 
1.91938 0.410739 
1.97176 -0.337475 
1.9759 -0.331646 
1.98003 -0.325817 
2.00475 -0.285312 
2.02511 -0.249516 
1.99926 -0.294928 
2.02903 -0.242568 
2.02707 -0.246042 
2.01023 -0.275696 
2.03598 -0.228327 
2.03749 -0.224681 
2.03901 -0.221034 
2.03772 0.224016 
2.03469 0.231308 
2.03988 0.218879 
2.03382 0.233464 
2.03426 0.232386 
2.0388 0.221447 
2.02023 0.257626 
2.00111 0.291141 
2.02447 0.25029 
1.9947 0.30265 
1.99791 0.296896 
2.01599 0.264962 
1.98308 0.321342 
1.97068 0.338829 
1.98482 0.318948 
1.96828 0.342264 
1.97307 0.335394 
1.98134 0.323736 
2.05028 -0.194854 
2.05441 -0.185411 
2.05853 -0.175967 
2.07134 -0.140147 
2.07984 -0.108323 
2.06982 -0.145791 
2.08379 -0.0934313 
2.08181 -0.100877 
2.07286 -0.134503 
2.09 -0.0534204 
2.09311 -0.0188673 
2.08924 -0.0617935 
2.09395 -0.00943364 
2.09353 -0.0141505 
2.09076 -0.0450472 
2.09259 0.0241809 
2.08951 0.0584212 
2.09332 0.0161206 
2.08862 0.0684805 
2.08906 0.0634508 
2.09186 0.0322412 
2.08286 0.0965166 
2.07425 0.128689 
2.08448 0.0905243 
2.07052 0.142884 
2.07239 0.135787 
2.08124 0.102509 
2.06296 0.165632 
2.05059 0.193963 
2.06423 0.162781 
2.04774 0.200556 
2.05344 0.18737 
2.06169 0.168482 
